"";"Chemin";"Positions";"Distance"
"ID2426";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - ID24";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2204;-2274";1673,06050438189
"ID2427";"ID24 - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"2204;-2274|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";1673,06050438189
"Tashkent26";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - ID24 - Tashkent";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2204;-2274|2403;-2574";2033,0618932681
"Tashkent27";"Tashkent - ID24 - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";2033,0618932681
"Perm26";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Kazan - Perm";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1718;-1775|2039;-1686";1433,64825315235
"Perm27";"Perm - Kazan - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"2039;-1686|1718;-1775|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";1433,64825315235
"Yekaterin...26";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Kazan - Perm - Yekaterin...";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1574,70852395883
"Yekaterin...27";"Yekaterin... - Perm - Kazan - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";1574,70852395883
"Omsk26";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855";1946,73630364807
"Omsk27";"Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";1946,73630364807
"Novosibirsk26";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834";2278,40179778335
"Novosibirsk27";"Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";2278,40179778335
"Irkustk26";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";3124,75827289599
"Irkustk27";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";3124,75827289599
"ID3127";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2964,68016696017
"ID3128";"ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";2964,68016696017
"ID3226";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3625,36290731322
"ID3227";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";3625,36290731322
"ID3326";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3804,23996006174
"ID3327";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";3804,23996006174
"ID3426";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";4060,56202309963
"ID3427";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";4060,56202309963
"ID3526";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";4134,31837875798
"ID3527";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";4134,31837875798
"ID3626";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";4354,2388189176
"ID3627";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";4354,2388189176
"Khabarovsk26";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";4464,96370320293
"Khabarovsk27";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";4464,96370320293
"ID3826";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";4560,56705042466
"ID3827";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";4560,56705042466
"Vladivostok26";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";4813,71522837584
"Vladivostok27";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";4813,71522837584
"ID4026";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Kazan - Perm - ID40";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1775,02341335004
"ID4027";"ID40 - Perm - Kazan - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";1775,02341335004
"ID4126";"Sebastopol - Kharkov - Rostov - ID17 - ID18 - Kazan - Perm - ID40 - ID41";"1155;-2369|1218;-2126|1382;-2252|1419;-1971|1584;-1884|1718;-1775|2039;-1686|2380;-1670|2517;-1715";1919,22466161093
"ID4127";"ID41 - ID40 - Perm - Kazan - ID18 - ID17 - Rostov - Kharkov - Sebastopol";"2517;-1715|2380;-1670|2039;-1686|1718;-1775|1584;-1884|1419;-1971|1382;-2252|1218;-2126|1155;-2369";1919,22466161093
"Tsaritsyn28";"Rostov - ID17 - Tsaritsyn";"1382;-2252|1419;-1971|1552;-2174";526,114576740539
"Tsaritsyn29";"Tsaritsyn - ID17 - Rostov";"1552;-2174|1419;-1971|1382;-2252";526,114576740539
"ID1728";"Rostov - ID17";"1382;-2252|1419;-1971";283,425475213503
"ID1729";"ID17 - Rostov";"1419;-1971|1382;-2252";283,425475213503
"ID1828";"Rostov - ID17 - ID18";"1382;-2252|1419;-1971|1584;-1884";469,956973894021
"ID1829";"ID18 - ID17 - Rostov";"1584;-1884|1419;-1971|1382;-2252";469,956973894021
"Kazan28";"Rostov - ID17 - ID18 - Kazan";"1382;-2252|1419;-1971|1584;-1884|1718;-1775";642,690873288436
"Kazan29";"Kazan - ID18 - ID17 - Rostov";"1718;-1775|1584;-1884|1419;-1971|1382;-2252";642,690873288436
"Samara28";"Rostov - ID17 - ID18 - Samara";"1382;-2252|1419;-1971|1584;-1884|1761;-1926";651,871789123567
"Samara29";"Samara - ID18 - ID17 - Rostov";"1761;-1926|1584;-1884|1419;-1971|1382;-2252";651,871789123567
"ID2428";"Rostov - ID17 - ID18 - Samara - ID24";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2204;-2274";1215,21271609408
"ID2429";"ID24 - Samara - ID18 - ID17 - Rostov";"2204;-2274|1761;-1926|1584;-1884|1419;-1971|1382;-2252";1215,21271609408
"Tashkent28";"Rostov - ID17 - ID18 - Samara - ID24 - Tashkent";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2204;-2274|2403;-2574";1575,21410498029
"Tashkent29";"Tashkent - ID24 - Samara - ID18 - ID17 - Rostov";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1419;-1971|1382;-2252";1575,21410498029
"Perm28";"Rostov - ID17 - ID18 - Kazan - Perm";"1382;-2252|1419;-1971|1584;-1884|1718;-1775|2039;-1686";975,800464864542
"Perm29";"Perm - Kazan - ID18 - ID17 - Rostov";"2039;-1686|1718;-1775|1584;-1884|1419;-1971|1382;-2252";975,800464864542
"Yekaterin...28";"Rostov - ID17 - ID18 - Kazan - Perm - Yekaterin...";"1382;-2252|1419;-1971|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1116,86073567103
"Yekaterin...29";"Yekaterin... - Perm - Kazan - ID18 - ID17 - Rostov";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1419;-1971|1382;-2252";1116,86073567103
"Omsk28";"Rostov - ID17 - ID18 - Samara - Omsk";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855";1488,88851536027
"Omsk29";"Omsk - Samara - ID18 - ID17 - Rostov";"2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";1488,88851536027
"Novosibirsk28";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834";1820,55400949555
"Novosibirsk29";"Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";1820,55400949555
"Irkustk28";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";2666,91048460819
"Irkustk29";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";2666,91048460819
"ID3129";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2506,83237867237
"ID3130";"ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";2506,83237867237
"ID3228";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3167,51511902541
"ID3229";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";3167,51511902541
"ID3328";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3346,39217177394
"ID3329";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";3346,39217177394
"ID3428";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";3602,71423481183
"ID3429";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";3602,71423481183
"ID3528";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";3676,47059047017
"ID3529";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";3676,47059047017
"ID3628";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";3896,39103062979
"ID3629";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";3896,39103062979
"Khabarovsk28";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";4007,11591491512
"Khabarovsk29";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";4007,11591491512
"ID3828";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";4102,71926213686
"ID3829";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";4102,71926213686
"Vladivostok28";"Rostov - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"1382;-2252|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";4355,86744008804
"Vladivostok29";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Rostov";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1382;-2252";4355,86744008804
"ID4028";"Rostov - ID17 - ID18 - Kazan - Perm - ID40";"1382;-2252|1419;-1971|1584;-1884|1718;-1775|2039;-1686|2380;-1670";1317,17562506223
"ID4029";"ID40 - Perm - Kazan - ID18 - ID17 - Rostov";"2380;-1670|2039;-1686|1718;-1775|1584;-1884|1419;-1971|1382;-2252";1317,17562506223
"ID4128";"Rostov - ID17 - ID18 - Kazan - Perm - ID40 - ID41";"1382;-2252|1419;-1971|1584;-1884|1718;-1775|2039;-1686|2380;-1670|2517;-1715";1461,37687332313
"ID4129";"ID41 - ID40 - Perm - Kazan - ID18 - ID17 - Rostov";"2517;-1715|2380;-1670|2039;-1686|1718;-1775|1584;-1884|1419;-1971|1382;-2252";1461,37687332313
"ID1730";"Tsaritsyn - ID17";"1552;-2174|1419;-1971";242,689101527036
"ID1731";"ID17 - Tsaritsyn";"1419;-1971|1552;-2174";242,689101527036
"ID1830";"Tsaritsyn - ID17 - ID18";"1552;-2174|1419;-1971|1584;-1884";429,220600207554
"ID1831";"ID18 - ID17 - Tsaritsyn";"1584;-1884|1419;-1971|1552;-2174";429,220600207554
"Kazan30";"Tsaritsyn - ID17 - ID18 - Kazan";"1552;-2174|1419;-1971|1584;-1884|1718;-1775";601,954499601969
"Kazan31";"Kazan - ID18 - ID17 - Tsaritsyn";"1718;-1775|1584;-1884|1419;-1971|1552;-2174";601,954499601969
"Samara30";"Tsaritsyn - ID17 - ID18 - Samara";"1552;-2174|1419;-1971|1584;-1884|1761;-1926";611,1354154371
"Samara31";"Samara - ID18 - ID17 - Tsaritsyn";"1761;-1926|1584;-1884|1419;-1971|1552;-2174";611,1354154371
"ID2430";"Tsaritsyn - ID17 - ID18 - Samara - ID24";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2204;-2274";1174,47634240762
"ID2431";"ID24 - Samara - ID18 - ID17 - Tsaritsyn";"2204;-2274|1761;-1926|1584;-1884|1419;-1971|1552;-2174";1174,47634240762
"Tashkent30";"Tsaritsyn - ID17 - ID18 - Samara - ID24 - Tashkent";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2204;-2274|2403;-2574";1534,47773129383
"Tashkent31";"Tashkent - ID24 - Samara - ID18 - ID17 - Tsaritsyn";"2403;-2574|2204;-2274|1761;-1926|1584;-1884|1419;-1971|1552;-2174";1534,47773129383
"Perm30";"Tsaritsyn - ID17 - ID18 - Kazan - Perm";"1552;-2174|1419;-1971|1584;-1884|1718;-1775|2039;-1686";935,064091178075
"Perm31";"Perm - Kazan - ID18 - ID17 - Tsaritsyn";"2039;-1686|1718;-1775|1584;-1884|1419;-1971|1552;-2174";935,064091178075
"Yekaterin...30";"Tsaritsyn - ID17 - ID18 - Kazan - Perm - Yekaterin...";"1552;-2174|1419;-1971|1584;-1884|1718;-1775|2039;-1686|2172;-1733";1076,12436198456
"Yekaterin...31";"Yekaterin... - Perm - Kazan - ID18 - ID17 - Tsaritsyn";"2172;-1733|2039;-1686|1718;-1775|1584;-1884|1419;-1971|1552;-2174";1076,12436198456
"Omsk30";"Tsaritsyn - ID17 - ID18 - Samara - Omsk";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855";1448,1521416738
"Omsk31";"Omsk - Samara - ID18 - ID17 - Tsaritsyn";"2595;-1855|1761;-1926|1584;-1884|1419;-1971|1552;-2174";1448,1521416738
"Novosibirsk30";"Tsaritsyn - ID17 - ID18 - Samara - Omsk - Novosibirsk";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834";1779,81763580908
"Novosibirsk31";"Novosibirsk - Omsk - Samara - ID18 - ID17 - Tsaritsyn";"2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1552;-2174";1779,81763580908
"Irkustk30";"Tsaritsyn - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026";2626,17411092172
"Irkustk31";"Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Tsaritsyn";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1552;-2174";2626,17411092172
"ID3131";"Tsaritsyn - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901";2466,0960049859
"ID3132";"ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Tsaritsyn";"3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1552;-2174";2466,0960049859
"ID3230";"Tsaritsyn - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";3126,77874533895
"ID3231";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Tsaritsyn";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1552;-2174";3126,77874533895
"ID3330";"Tsaritsyn - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";3305,65579808747
"ID3331";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Tsaritsyn";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1552;-2174";3305,65579808747
"ID3430";"Tsaritsyn - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";3561,97786112536
"ID3431";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Tsaritsyn";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1552;-2174";3561,97786112536
"ID3530";"Tsaritsyn - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";3635,73421678371
"ID3531";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Samara - ID18 - ID17 - Tsaritsyn";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|1761;-1926|1584;-1884|1419;-1971|1552;-2174";3635,73421678371
"ID3630";"Tsaritsyn - ID17 - ID18 - Samara - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"1552;-2174|1419;-1971|1584;-1884|1761;-1926|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";3855,65465694332
